3ЭС5Кви;20.61
ЭП1ви;32.71
ВЛ60ви;17.13
ВЛ80ви;13.42
М62ви;45.56
ТЭП70ви;22.32
ЧС4ви;10.00
ТЭ25ви;60.44
ЧС2ви;32.26
ЭП2Кви;25.18
ЧС7ви;15.65
ЧС8ви;38.02
ВЛ10ви;12.08
ТЭ116ви;47.89
ЭС4Кви;11.96
ВЛ15ви;34.22
ЧС200ви;41.64
ЧС6ви;16.47
ТЭ70ви;62.52
