Северо-Западный;ВЛ15ви;956976;956976;956976;959605;956976;956976;956976;959605;956976;956976;956976;959605;956976;956976;956976;959605;956976;956976;956976;959605;956976;956976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Западный;ВЛ60ви;1298753;1298753;1298753;1302321;1298753;1298753;1298753;1302321;1298753;1298753;1298753;1302321;1298753;1298753;1298753;1302321;1298753;1298753;1298753;1302321;1298753;1298753;2255729;2261926;2255729;2255729;2255729;2261926;2255729;2255729;2255729;2261926;2255729;2255729;2255729;2261926;2255729;2255729
Северо-Западный;ВЛ80ви;33320085;33320085;33320085;33411624;33320085;33320085;33320085;33411624;33320085;33320085;33320085;33411624;33320085;33320085;33320085;33411624;33320085;33320085;33320085;33411624;33320085;33320085;33320085;33411624;33320085;33320085;33320085;33411624;33320085;33320085;33320085;33411624;33320085;33320085;33320085;33411624;33320085;33320085
Северо-Западный;ЭП1ви;130339183;130339183;130339183;130697258;130339183;130339183;130339183;130697258;130339183;130339183;130339183;130697258;130339183;129851796;129690143;129884740;129528892;129528892;129528892;129884740;129528892;129528892;129528892;129884740;129528892;129528892;129528892;129884740;129528892;129528892;129528892;129884740;129528892;129528892;129528892;129884740;129528892;129528892
Северо-Западный;ЧС200ви;130739;130739;130739;131099;130739;130739;130739;131099;130739;78444;61012;8740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Западный;ЧС2ви;36795;36795;36795;36896;36795;36795;36795;36896;36795;36795;36795;36896;36795;36795;36795;36896;36795;36795;36795;36896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Западный;ЧС6ви;601401;601401;601401;603054;601401;601401;601401;603054;601401;601401;601401;603054;601401;601401;601401;594314;496810;400934;296343;297157;296343;278911;278911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Западный;ЭП2Кви;200467;183035;61012;34960;26148;26148;26148;26220;26148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Южный;ТЭ10ви;291330;291330;291330;292130;291330;291330;291330;292130;291330;291330;291330;292130;291330;291330;291330;292130;291330;291330;291330;292130;291330;291330;291330;292130;291330;291330;291330;292130;291330;291330;291330;292130;291330;291330;291330;292130;291330;291330
Южный;ТЭ116ви;15036328;15036328;15036328;15077637;15036328;15036328;15036328;15077637;15036328;15036328;15036328;15077637;15036328;15036328;15036328;15077637;13953713;13352259;12510225;2412422;1804359;1804359;1804359;1809316;1804359;1804359;1804359;1809316;0;0;0;0;0;0;0;0;0;0
Южный;ТЭП70ви;360872;360872;360872;361863;360872;360872;360872;361863;360872;360872;360872;361863;360872;360872;360872;361863;360872;360872;360872;361863;360872;360872;360872;361863;360872;360872;360872;361863;360872;360872;360872;361863;360872;360872;360872;361863;360872;360872
Южный;ЭП1ви;123248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Южный;ВЛ80ви;780571;780571;780571;782716;780571;780571;780571;782716;780571;780571;739489;741520;534075;287579;205414;205978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Западно-Сибирский;ТЭ116ви;287579;287579;287579;288369;287579;287579;287579;288369;287579;287579;287579;288369;287579;287579;287579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северный;ВЛ80ви;123248;123248;123248;123587;123248;123248;123248;123587;123248;123248;123248;123587;123248;123248;123248;123587;123248;123248;41083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северный;ТЭ10ви;41083;41083;41083;41196;41083;41083;41083;41196;41083;41083;41083;41196;41083;41083;41083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северный;ТЭ70ви;369744;369744;369744;370760;369744;369744;369744;370760;369744;369744;369744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северный;ТЭП70ви;184872;184872;184872;185380;184872;184872;184872;185380;184872;184872;184872;185380;184872;184872;184872;185380;184872;184872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северный;ЧС4ви;52098227;52098227;52098227;52241354;52098227;52098227;52098227;52241354;52098227;52098227;52098227;52241354;52098227;52098227;52098227;52241354;52098227;52098227;52098227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Кавказский;ТЭ116ви;2412808;2412808;2412808;2419437;2412808;2412808;2412808;2419437;2412808;2412808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Кавказский;ВЛ80ви;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Кавказский;ЧС8ви;8249821;8249821;8249821;8272485;8249821;8249821;8249821;8272485;8249821;8249821;8249821;8272485;8249821;8249821;8249821;8272485;8249821;8249821;8249821;8272485;8249821;8249821;8249821;8272485;8249821;8249821;8249821;8272485;8249821;8249821;8249821;8272485;8249821;8249821;8249821;8272485;8249821;8249821
Северо-Кавказский;ТЭ10ви;169586310;169586310;169586310;170052206;169586310;169586310;169586310;170052206;169586310;169586310;172001382;172473913;172001382;172001382;172001382;172473913;172001382;172001382;172001382;224125918;223511874;223511874;223511874;224125918;223511874;223511874;223511874;224125918;223511874;223511874;223511874;224125918;223511874;223511874;223511874;224125918;223511874;223511874
Северо-Кавказский;ТЭП70ви;8442073;8442073;8442073;8465266;8442073;8442073;8442073;8465266;8442073;8442073;8442073;8465266;8442073;8442073;8043235;7865365;2791867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Кавказский;ЭС4Кви;1783574;1783574;1783574;1788473;1783574;1783574;1783574;1788473;1783574;1783574;1783574;1788473;1783574;1783574;1783574;1788473;1783574;1783574;1783574;1788473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Кавказский;ВЛ10ви;60422246;60422246;60422246;60588241;60422246;60422246;60422246;60588241;60422246;60422246;60422246;60588241;60422246;60422246;60422246;60588241;60422246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Кавказский;ВЛ60ви;2862712;2862712;2862712;2870577;2862712;2862712;2862712;2870577;2862712;2862712;2862712;2870577;2862712;2862712;2862712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северо-Кавказский;ЭП1ви;396211;396211;396211;397300;396211;396211;396211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Южный;ЧС4ви;7131806;7131806;7131806;7151399;7131806;7131806;7131806;7151399;7131806;7131806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Западный;3ЭС5Кви;1967784;1967784;1967784;1973190;1967784;1967784;1967784;1973190;1967784;1967784;1967784;1973190;1967784;1967784;1967784;1973190;1967784;1967784;1967784;1534703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Западно-Сибирский;3ЭС5Кви;1192464;1192464;1192464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Московский;ЭП2Кви;40098240;40098240;40098240;41404140;41290704;41290704;41290704;41404140;41290704;41290704;41290704;41404140;41290704;41290704;41290704;41404140;41290704;41290704;41290704;41404140;41290704;41290704;41290704;41404140;41290704;41290704;41290704;41404140;41290704;41290704;41290704;41404140;41290704;41290704;41290704;41404140;41290704;41290704
Московский;ЭП1ви;2566200;2566200;2566200;2573250;2566200;2566200;2566200;2573250;2566200;2566200;2566200;2573250;2566200;2566200;2566200;2573250;2566200;2566200;2566200;2573250;2566200;2566200;2566200;2573250;2566200;2566200;2566200;2573250;2566200;2566200;2566200;2573250;2566200;2566200;2566200;2573250;2566200;2566200
Северо-Западный;3ЭС5Кви;635981;635981;635981;637728;635981;635981;635981;637728;635981;635981;635981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Южный;3ЭС5Кви;732802;732802;732802;734816;732802;732802;732802;734816;732802;732802;732802;734816;732802;732802;732802;734816;732802;732802;732802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северный;3ЭС5Кви;19874;19874;19874;19929;19874;19874;19874;19929;19874;19874;19874;19929;19874;19874;19874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северный;ТЭ25ви;139121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Северный;ЭП1ви;465920;465920;465920;467200;465920;465920;465920;467200;465920;465920;465920;467200;465920;465920;465920;467200;465920;465920;465920;467200;465920;465920;465920;467200;465920;0;0;0;0;0;0;0;0;0;0;0;0;0
